goos: linux
goarch: amd64
pkg: github.com/exergy-dev/go-topology-suite/buffer
cpu: Intel(R) Core(TM) i9-14900KF
BenchmarkUnaryUnion/grid/n=64-32            	     498	   2385523 ns/op	 1857623 B/op	   17448 allocs/op
BenchmarkUnaryUnion/grid/n=64-32            	     505	   2373401 ns/op	 1857625 B/op	   17448 allocs/op
BenchmarkUnaryUnion/grid/n=64-32            	     506	   2382058 ns/op	 1857621 B/op	   17448 allocs/op
BenchmarkUnaryUnion/grid/n=64-32            	     492	   2403660 ns/op	 1857631 B/op	   17448 allocs/op
BenchmarkUnaryUnion/grid/n=64-32            	     501	   2400702 ns/op	 1857627 B/op	   17448 allocs/op
BenchmarkUnaryUnion/grid/n=64-32            	     493	   2396356 ns/op	 1857622 B/op	   17448 allocs/op
BenchmarkUnaryUnion/grid/n=64-32            	     500	   2389533 ns/op	 1857625 B/op	   17448 allocs/op
BenchmarkUnaryUnion/grid/n=64-32            	     494	   2460950 ns/op	 1857623 B/op	   17448 allocs/op
BenchmarkUnaryUnion/grid/n=64-32            	     494	   2419800 ns/op	 1857625 B/op	   17448 allocs/op
BenchmarkUnaryUnion/grid/n=256-32           	     100	  11097523 ns/op	 8980544 B/op	   79027 allocs/op
BenchmarkUnaryUnion/grid/n=256-32           	     100	  11113402 ns/op	 8980541 B/op	   79027 allocs/op
BenchmarkUnaryUnion/grid/n=256-32           	     100	  10962351 ns/op	 8980520 B/op	   79027 allocs/op
BenchmarkUnaryUnion/grid/n=256-32           	     100	  10934857 ns/op	 8980532 B/op	   79027 allocs/op
BenchmarkUnaryUnion/grid/n=256-32           	     100	  11078593 ns/op	 8980551 B/op	   79027 allocs/op
BenchmarkUnaryUnion/grid/n=256-32           	     100	  11011599 ns/op	 8980552 B/op	   79027 allocs/op
BenchmarkUnaryUnion/grid/n=256-32           	     100	  11049785 ns/op	 8980525 B/op	   79027 allocs/op
BenchmarkUnaryUnion/grid/n=256-32           	     100	  10858300 ns/op	 8980553 B/op	   79028 allocs/op
BenchmarkUnaryUnion/grid/n=256-32           	     100	  10923778 ns/op	 8980546 B/op	   79027 allocs/op
BenchmarkUnaryUnion/grid/n=256-32           	     100	  10875504 ns/op	 8980528 B/op	   79027 allocs/op
BenchmarkIntersectionGeographic/n=64-32     	   16884	     70733 ns/op	    7528 B/op	      33 allocs/op
BenchmarkIntersectionGeographic/n=64-32     	   16888	     71033 ns/op	    7526 B/op	      33 allocs/op
BenchmarkIntersectionGeographic/n=64-32     	   17085	     71063 ns/op	    7529 B/op	      33 allocs/op
BenchmarkIntersectionGeographic/n=64-32     	   17143	     71577 ns/op	    7528 B/op	      33 allocs/op
BenchmarkIntersectionGeographic/n=64-32     	   16940	     71056 ns/op	    7528 B/op	      33 allocs/op
BenchmarkIntersectionGeographic/n=64-32     	   16909	     70308 ns/op	    7530 B/op	      33 allocs/op
BenchmarkIntersectionGeographic/n=64-32     	   16802	     71787 ns/op	    7529 B/op	      33 allocs/op
BenchmarkIntersectionGeographic/n=64-32     	   16443	     72592 ns/op	    7528 B/op	      33 allocs/op
BenchmarkIntersectionGeographic/n=64-32     	   16974	     71200 ns/op	    7527 B/op	      33 allocs/op
BenchmarkIntersectionGeographic/n=64-32     	   16773	     71173 ns/op	    7529 B/op	      33 allocs/op
BenchmarkIntersectionGeographic/n=1024-32   	     427	   2790411 ns/op	  101055 B/op	      33 allocs/op
BenchmarkIntersectionGeographic/n=1024-32   	     417	   2800178 ns/op	  100744 B/op	      33 allocs/op
BenchmarkIntersectionGeographic/n=1024-32   	     427	   2800167 ns/op	  101055 B/op	      33 allocs/op
BenchmarkIntersectionGeographic/n=1024-32   	     439	   2803061 ns/op	  101150 B/op	      33 allocs/op
BenchmarkIntersectionGeographic/n=1024-32   	     423	   2765408 ns/op	  100983 B/op	      33 allocs/op
BenchmarkIntersectionGeographic/n=1024-32   	     424	   2821776 ns/op	  100894 B/op	      33 allocs/op
BenchmarkIntersectionGeographic/n=1024-32   	     422	   2847089 ns/op	  100986 B/op	      33 allocs/op
BenchmarkIntersectionGeographic/n=1024-32   	     434	   2798212 ns/op	  101084 B/op	      33 allocs/op
BenchmarkIntersectionGeographic/n=1024-32   	     417	   2816843 ns/op	  100958 B/op	      33 allocs/op
BenchmarkIntersectionGeographic/n=1024-32   	     429	   2806129 ns/op	  100963 B/op	      33 allocs/op
BenchmarkIntersectionPlanarEquivalent/n=64-32         	  118462	     10105 ns/op	    3039 B/op	       5 allocs/op
BenchmarkIntersectionPlanarEquivalent/n=64-32         	  115832	     10158 ns/op	    3039 B/op	       5 allocs/op
BenchmarkIntersectionPlanarEquivalent/n=64-32         	  115148	     10135 ns/op	    3039 B/op	       5 allocs/op
BenchmarkIntersectionPlanarEquivalent/n=64-32         	  116558	     10094 ns/op	    3039 B/op	       5 allocs/op
BenchmarkIntersectionPlanarEquivalent/n=64-32         	  117378	      9975 ns/op	    3039 B/op	       5 allocs/op
BenchmarkIntersectionPlanarEquivalent/n=64-32         	  120330	     10215 ns/op	    3039 B/op	       5 allocs/op
BenchmarkIntersectionPlanarEquivalent/n=64-32         	  120246	      9998 ns/op	    3039 B/op	       5 allocs/op
BenchmarkIntersectionPlanarEquivalent/n=64-32         	  117337	     10298 ns/op	    3039 B/op	       5 allocs/op
BenchmarkIntersectionPlanarEquivalent/n=64-32         	  120295	     10360 ns/op	    3039 B/op	       5 allocs/op
BenchmarkIntersectionPlanarEquivalent/n=64-32         	  115160	     10331 ns/op	    3039 B/op	       5 allocs/op
BenchmarkIntersectionPlanarEquivalent/n=1024-32       	     607	   1938369 ns/op	   47415 B/op	       5 allocs/op
BenchmarkIntersectionPlanarEquivalent/n=1024-32       	     606	   1927007 ns/op	   47351 B/op	       5 allocs/op
BenchmarkIntersectionPlanarEquivalent/n=1024-32       	     627	   1898196 ns/op	   47404 B/op	       5 allocs/op
BenchmarkIntersectionPlanarEquivalent/n=1024-32       	     637	   1909273 ns/op	   47343 B/op	       5 allocs/op
BenchmarkIntersectionPlanarEquivalent/n=1024-32       	     631	   1870980 ns/op	   47345 B/op	       5 allocs/op
BenchmarkIntersectionPlanarEquivalent/n=1024-32       	     630	   1883047 ns/op	   47402 B/op	       5 allocs/op
BenchmarkIntersectionPlanarEquivalent/n=1024-32       	     640	   1853232 ns/op	   47351 B/op	       5 allocs/op
BenchmarkIntersectionPlanarEquivalent/n=1024-32       	     650	   1882337 ns/op	   47348 B/op	       5 allocs/op
BenchmarkIntersectionPlanarEquivalent/n=1024-32       	     626	   1918927 ns/op	   47404 B/op	       5 allocs/op
BenchmarkIntersectionPlanarEquivalent/n=1024-32       	     649	   1899646 ns/op	   47405 B/op	       5 allocs/op
PASS
ok  	github.com/exergy-dev/go-topology-suite/overlay	379.737s
goos: linux
goarch: amd64
pkg: github.com/exergy-dev/go-topology-suite/predicate
cpu: Intel(R) Core(TM) i9-14900KF
BenchmarkPreparedContainsPoint/unprepared-32         	  345546	      3551 ns/op	       0 B/op	       0 allocs/op
BenchmarkPreparedContainsPoint/unprepared-32         	  377230	      3554 ns/op	       0 B/op	       0 allocs/op
BenchmarkPreparedContainsPoint/unprepared-32         	  349645	      3565 ns/op	       0 B/op	       0 allocs/op
BenchmarkPreparedContainsPoint/unprepared-32         	  339715	      3515 ns/op	       0 B/op	       0 allocs/op
BenchmarkPreparedContainsPoint/unprepared-32         	  338115	      3501 ns/op	       0 B/op	       0 allocs/op
BenchmarkPreparedContainsPoint/unprepared-32         	  342822	      3507 ns/op	       0 B/op	       0 allocs/op
BenchmarkPreparedContainsPoint/unprepared-32         	  385090	      3609 ns/op	       0 B/op	       0 allocs/op
BenchmarkPreparedContainsPoint/unprepared-32         	  367975	      3662 ns/op	       0 B/op	       0 allocs/op
BenchmarkPreparedContainsPoint/unprepared-32         	  321853	      3648 ns/op	       0 B/op	       0 allocs/op
BenchmarkPreparedContainsPoint/unprepared-32         	  336907	      3653 ns/op	       0 B/op	       0 allocs/op
BenchmarkPreparedContainsPoint/prepared-32           	 3447216	       356.7 ns/op	       0 B/op	       0 allocs/op
BenchmarkPreparedContainsPoint/prepared-32           	 3379056	       358.0 ns/op	       0 B/op	       0 allocs/op
BenchmarkPreparedContainsPoint/prepared-32           	 3359187	       356.6 ns/op	       0 B/op	       0 allocs/op
BenchmarkPreparedContainsPoint/prepared-32           	 3170179	       343.9 ns/op	       0 B/op	       0 allocs/op
BenchmarkPreparedContainsPoint/prepared-32           	 3508000	       342.2 ns/op	       0 B/op	       0 allocs/op
BenchmarkPreparedContainsPoint/prepared-32           	 3464314	       348.4 ns/op	       0 B/op	       0 allocs/op
BenchmarkPreparedContainsPoint/prepared-32           	 3558770	       342.3 ns/op	       0 B/op	       0 allocs/op
BenchmarkPreparedContainsPoint/prepared-32           	 3460281	       343.8 ns/op	       0 B/op	       0 allocs/op
BenchmarkPreparedContainsPoint/prepared-32           	 3459003	       344.5 ns/op	       0 B/op	       0 allocs/op
BenchmarkPreparedContainsPoint/prepared-32           	 3584494	       341.0 ns/op	       0 B/op	       0 allocs/op
BenchmarkRectangleIntersectsVsGeneric/Rectangle-32   	 7967665	       151.0 ns/op	     178 B/op	       4 allocs/op
BenchmarkRectangleIntersectsVsGeneric/Rectangle-32   	 8072708	       153.3 ns/op	     178 B/op	       4 allocs/op
BenchmarkRectangleIntersectsVsGeneric/Rectangle-32   	 7652692	       147.2 ns/op	     178 B/op	       4 allocs/op
BenchmarkRectangleIntersectsVsGeneric/Rectangle-32   	 8152293	       149.4 ns/op	     178 B/op	       4 allocs/op
BenchmarkRectangleIntersectsVsGeneric/Rectangle-32   	 8383152	       146.2 ns/op	     178 B/op	       4 allocs/op
BenchmarkRectangleIntersectsVsGeneric/Rectangle-32   	 8308963	       147.1 ns/op	     178 B/op	       4 allocs/op
BenchmarkRectangleIntersectsVsGeneric/Rectangle-32   	 7992045	       151.7 ns/op	     178 B/op	       4 allocs/op
BenchmarkRectangleIntersectsVsGeneric/Rectangle-32   	 7895142	       154.9 ns/op	     178 B/op	       4 allocs/op
BenchmarkRectangleIntersectsVsGeneric/Rectangle-32   	 7511023	       156.0 ns/op	     178 B/op	       4 allocs/op
BenchmarkRectangleIntersectsVsGeneric/Rectangle-32   	 7512214	       154.9 ns/op	     178 B/op	       4 allocs/op
BenchmarkRectangleIntersectsVsGeneric/Generic-32     	  184866	      6651 ns/op	    6704 B/op	     130 allocs/op
BenchmarkRectangleIntersectsVsGeneric/Generic-32     	  173887	      6750 ns/op	    6704 B/op	     130 allocs/op
BenchmarkRectangleIntersectsVsGeneric/Generic-32     	  169356	      6412 ns/op	    6704 B/op	     130 allocs/op
BenchmarkRectangleIntersectsVsGeneric/Generic-32     	  179612	      6399 ns/op	    6704 B/op	     130 allocs/op
BenchmarkRectangleIntersectsVsGeneric/Generic-32     	  178599	      6496 ns/op	    6704 B/op	     130 allocs/op
BenchmarkRectangleIntersectsVsGeneric/Generic-32     	  181621	      6350 ns/op	    6704 B/op	     130 allocs/op
BenchmarkRectangleIntersectsVsGeneric/Generic-32     	  194966	      6427 ns/op	    6704 B/op	     130 allocs/op
BenchmarkRectangleIntersectsVsGeneric/Generic-32     	  177255	      6464 ns/op	    6704 B/op	     130 allocs/op
BenchmarkRectangleIntersectsVsGeneric/Generic-32     	  182079	      6433 ns/op	    6704 B/op	     130 allocs/op
BenchmarkRectangleIntersectsVsGeneric/Generic-32     	  177668	      6513 ns/op	    6704 B/op	     130 allocs/op
BenchmarkIntersectsCold/poly-poly/n=64-32            	    4507	    262360 ns/op	  148522 B/op	    1907 allocs/op
BenchmarkIntersectsCold/poly-poly/n=64-32            	    4462	    260071 ns/op	  148522 B/op	    1907 allocs/op
BenchmarkIntersectsCold/poly-poly/n=64-32            	    4875	    258337 ns/op	  148522 B/op	    1907 allocs/op
BenchmarkIntersectsCold/poly-poly/n=64-32            	    4599	    257386 ns/op	  148522 B/op	    1907 allocs/op
BenchmarkIntersectsCold/poly-poly/n=64-32            	    4918	    258934 ns/op	  148521 B/op	    1907 allocs/op
BenchmarkIntersectsCold/poly-poly/n=64-32            	    4514	    259115 ns/op	  148522 B/op	    1907 allocs/op
BenchmarkIntersectsCold/poly-poly/n=64-32            	    4608	    262851 ns/op	  148522 B/op	    1907 allocs/op
BenchmarkIntersectsCold/poly-poly/n=64-32            	    4272	    258192 ns/op	  148522 B/op	    1907 allocs/op
BenchmarkIntersectsCold/poly-poly/n=64-32            	    4299	    260957 ns/op	  148522 B/op	    1907 allocs/op
BenchmarkIntersectsCold/poly-poly/n=64-32            	    4455	    258542 ns/op	  148522 B/op	    1907 allocs/op
BenchmarkIntersectsCold/poly-point/n=64-32           	 4064276	       289.6 ns/op	       0 B/op	       0 allocs/op
BenchmarkIntersectsCold/poly-point/n=64-32           	 4201252	       288.8 ns/op	       0 B/op	       0 allocs/op
BenchmarkIntersectsCold/poly-point/n=64-32           	 4164945	       285.2 ns/op	       0 B/op	       0 allocs/op
BenchmarkIntersectsCold/poly-point/n=64-32           	 4135497	       286.2 ns/op	       0 B/op	       0 allocs/op
BenchmarkIntersectsCold/poly-point/n=64-32           	 4203609	       285.3 ns/op	       0 B/op	       0 allocs/op
BenchmarkIntersectsCold/poly-point/n=64-32           	 4120621	       290.8 ns/op	       0 B/op	       0 allocs/op
BenchmarkIntersectsCold/poly-point/n=64-32           	 3995448	       293.8 ns/op	       0 B/op	       0 allocs/op
BenchmarkIntersectsCold/poly-point/n=64-32           	 4099864	       300.3 ns/op	       0 B/op	       0 allocs/op
BenchmarkIntersectsCold/poly-point/n=64-32           	 4050900	       294.5 ns/op	       0 B/op	       0 allocs/op
BenchmarkIntersectsCold/poly-point/n=64-32           	 4254224	       294.1 ns/op	       0 B/op	       0 allocs/op
BenchmarkIntersectsCold/poly-poly/n=1024-32          	     150	   7867630 ns/op	 2179064 B/op	   28066 allocs/op
BenchmarkIntersectsCold/poly-poly/n=1024-32          	     151	   7881943 ns/op	 2179033 B/op	   28066 allocs/op
BenchmarkIntersectsCold/poly-poly/n=1024-32          	     150	   7864959 ns/op	 2179023 B/op	   28066 allocs/op
BenchmarkIntersectsCold/poly-poly/n=1024-32          	     150	   7988168 ns/op	 2179035 B/op	   28066 allocs/op
BenchmarkIntersectsCold/poly-poly/n=1024-32          	     151	   7807079 ns/op	 2179034 B/op	   28066 allocs/op
BenchmarkIntersectsCold/poly-poly/n=1024-32          	     151	   7873744 ns/op	 2179024 B/op	   28066 allocs/op
BenchmarkIntersectsCold/poly-poly/n=1024-32          	     148	   8032778 ns/op	 2179027 B/op	   28066 allocs/op
BenchmarkIntersectsCold/poly-poly/n=1024-32          	     150	   7953383 ns/op	 2179022 B/op	   28066 allocs/op
BenchmarkIntersectsCold/poly-poly/n=1024-32          	     151	   7946386 ns/op	 2179024 B/op	   28066 allocs/op
BenchmarkIntersectsCold/poly-poly/n=1024-32          	     147	   8095428 ns/op	 2179025 B/op	   28066 allocs/op
BenchmarkIntersectsCold/poly-point/n=1024-32         	  316494	      3717 ns/op	       0 B/op	       0 allocs/op
BenchmarkIntersectsCold/poly-point/n=1024-32         	  324561	      3723 ns/op	       0 B/op	       0 allocs/op
BenchmarkIntersectsCold/poly-point/n=1024-32         	  325512	      3760 ns/op	       0 B/op	       0 allocs/op
BenchmarkIntersectsCold/poly-point/n=1024-32         	  330447	      3659 ns/op	       0 B/op	       0 allocs/op
BenchmarkIntersectsCold/poly-point/n=1024-32         	  314665	      3730 ns/op	       0 B/op	       0 allocs/op
BenchmarkIntersectsCold/poly-point/n=1024-32         	  319173	      3697 ns/op	       0 B/op	       0 allocs/op
BenchmarkIntersectsCold/poly-point/n=1024-32         	  328647	      3692 ns/op	       0 B/op	       0 allocs/op
BenchmarkIntersectsCold/poly-point/n=1024-32         	  336193	      3642 ns/op	       0 B/op	       0 allocs/op
BenchmarkIntersectsCold/poly-point/n=1024-32         	  315118	      3628 ns/op	       0 B/op	       0 allocs/op
BenchmarkIntersectsCold/poly-point/n=1024-32         	  318978	      3673 ns/op	       0 B/op	       0 allocs/op
BenchmarkRelateCold/n=64-32                          	    4920	    255929 ns/op	  148522 B/op	    1907 allocs/op
BenchmarkRelateCold/n=64-32                          	    4750	    255735 ns/op	  148522 B/op	    1907 allocs/op
BenchmarkRelateCold/n=64-32                          	    4411	    254047 ns/op	  148522 B/op	    1907 allocs/op
BenchmarkRelateCold/n=64-32                          	    4864	    257670 ns/op	  148522 B/op	    1907 allocs/op
BenchmarkRelateCold/n=64-32                          	    4642	    256631 ns/op	  148522 B/op	    1907 allocs/op
BenchmarkRelateCold/n=64-32                          	    4796	    254862 ns/op	  148522 B/op	    1907 allocs/op
BenchmarkRelateCold/n=64-32                          	    4316	    256503 ns/op	  148522 B/op	    1907 allocs/op
BenchmarkRelateCold/n=64-32                          	    4897	    257339 ns/op	  148522 B/op	    1907 allocs/op
BenchmarkRelateCold/n=64-32                          	    4760	    259308 ns/op	  148522 B/op	    1907 allocs/op
BenchmarkRelateCold/n=64-32                          	    4592	    256576 ns/op	  148522 B/op	    1907 allocs/op
BenchmarkRelateCold/n=1024-32                        	     147	   7937030 ns/op	 2179026 B/op	   28066 allocs/op
BenchmarkRelateCold/n=1024-32                        	     153	   7844701 ns/op	 2179027 B/op	   28066 allocs/op
BenchmarkRelateCold/n=1024-32                        	     151	   7733608 ns/op	 2179027 B/op	   28066 allocs/op
BenchmarkRelateCold/n=1024-32                        	     153	   7788693 ns/op	 2179017 B/op	   28066 allocs/op
BenchmarkRelateCold/n=1024-32                        	     156	   7702531 ns/op	 2179020 B/op	   28066 allocs/op
BenchmarkRelateCold/n=1024-32                        	     153	   7722048 ns/op	 2179023 B/op	   28066 allocs/op
BenchmarkRelateCold/n=1024-32                        	     150	   8080121 ns/op	 2179021 B/op	   28066 allocs/op
BenchmarkRelateCold/n=1024-32                        	     151	   8082553 ns/op	 2179024 B/op	   28066 allocs/op
BenchmarkRelateCold/n=1024-32                        	     150	   7941222 ns/op	 2179033 B/op	   28066 allocs/op
BenchmarkRelateCold/n=1024-32                        	     150	   8025382 ns/op	 2179021 B/op	   28066 allocs/op
PASS
ok  	github.com/exergy-dev/go-topology-suite/predicate	145.967s
goos: linux
goarch: amd64
pkg: github.com/exergy-dev/go-topology-suite/prepare
cpu: Intel(R) Core(TM) i9-14900KF
BenchmarkPolygonBuild/n=64-32     	   26644	     45553 ns/op	   19520 B/op	      51 allocs/op
BenchmarkPolygonBuild/n=64-32     	   25984	     45664 ns/op	   19520 B/op	      51 allocs/op
BenchmarkPolygonBuild/n=64-32     	   26438	     45564 ns/op	   19520 B/op	      51 allocs/op
BenchmarkPolygonBuild/n=64-32     	   26410	     46076 ns/op	   19520 B/op	      51 allocs/op
BenchmarkPolygonBuild/n=64-32     	   26613	     45180 ns/op	   19520 B/op	      51 allocs/op
BenchmarkPolygonBuild/n=64-32     	   26209	     45047 ns/op	   19520 B/op	      51 allocs/op
BenchmarkPolygonBuild/n=64-32     	   26643	     44803 ns/op	   19520 B/op	      51 allocs/op
BenchmarkPolygonBuild/n=64-32     	   26618	     44204 ns/op	   19520 B/op	      51 allocs/op
BenchmarkPolygonBuild/n=64-32     	   27031	     44373 ns/op	   19520 B/op	      51 allocs/op
BenchmarkPolygonBuild/n=64-32     	   26773	     43605 ns/op	   19520 B/op	      51 allocs/op
BenchmarkPolygonBuild/n=1024-32   	    5290	    213370 ns/op	  149313 B/op	     148 allocs/op
BenchmarkPolygonBuild/n=1024-32   	    5640	    214537 ns/op	  149313 B/op	     148 allocs/op
BenchmarkPolygonBuild/n=1024-32   	    5690	    214225 ns/op	  149313 B/op	     148 allocs/op
BenchmarkPolygonBuild/n=1024-32   	    5172	    212435 ns/op	  149313 B/op	     148 allocs/op
BenchmarkPolygonBuild/n=1024-32   	    5482	    211926 ns/op	  149313 B/op	     148 allocs/op
BenchmarkPolygonBuild/n=1024-32   	    5872	    213817 ns/op	  149313 B/op	     148 allocs/op
BenchmarkPolygonBuild/n=1024-32   	    5314	    218699 ns/op	  149313 B/op	     148 allocs/op
BenchmarkPolygonBuild/n=1024-32   	    5450	    215777 ns/op	  149313 B/op	     148 allocs/op
BenchmarkPolygonBuild/n=1024-32   	    5142	    222050 ns/op	  149313 B/op	     148 allocs/op
BenchmarkPolygonBuild/n=1024-32   	    5187	    216892 ns/op	  149313 B/op	     148 allocs/op
BenchmarkPolygonBuild/n=8192-32   	     468	   2599635 ns/op	 1194538 B/op	    1152 allocs/op
BenchmarkPolygonBuild/n=8192-32   	     456	   2511693 ns/op	 1194536 B/op	    1152 allocs/op
BenchmarkPolygonBuild/n=8192-32   	     469	   2549481 ns/op	 1194532 B/op	    1152 allocs/op
BenchmarkPolygonBuild/n=8192-32   	     469	   2544701 ns/op	 1194532 B/op	    1152 allocs/op
BenchmarkPolygonBuild/n=8192-32   	     456	   2679378 ns/op	 1194533 B/op	    1152 allocs/op
BenchmarkPolygonBuild/n=8192-32   	     457	   2674943 ns/op	 1194536 B/op	    1152 allocs/op
BenchmarkPolygonBuild/n=8192-32   	     450	   2662001 ns/op	 1194537 B/op	    1152 allocs/op
BenchmarkPolygonBuild/n=8192-32   	     444	   2681891 ns/op	 1194538 B/op	    1152 allocs/op
BenchmarkPolygonBuild/n=8192-32   	     452	   2646448 ns/op	 1194535 B/op	    1152 allocs/op
BenchmarkPolygonBuild/n=8192-32   	     448	   2668420 ns/op	 1194548 B/op	    1152 allocs/op
BenchmarkPreparedIntersects/n=1024-32         	  928675	      1304 ns/op	       0 B/op	       0 allocs/op
BenchmarkPreparedIntersects/n=1024-32         	 1000000	      1304 ns/op	       0 B/op	       0 allocs/op
BenchmarkPreparedIntersects/n=1024-32         	  998442	      1292 ns/op	       0 B/op	       0 allocs/op
BenchmarkPreparedIntersects/n=1024-32         	  994119	      1301 ns/op	       0 B/op	       0 allocs/op
BenchmarkPreparedIntersects/n=1024-32         	  874909	      1303 ns/op	       0 B/op	       0 allocs/op
BenchmarkPreparedIntersects/n=1024-32         	  923443	      1304 ns/op	       0 B/op	       0 allocs/op
BenchmarkPreparedIntersects/n=1024-32         	  941908	      1305 ns/op	       0 B/op	       0 allocs/op
BenchmarkPreparedIntersects/n=1024-32         	  939829	      1281 ns/op	       0 B/op	       0 allocs/op
BenchmarkPreparedIntersects/n=1024-32         	  916334	      1292 ns/op	       0 B/op	       0 allocs/op
BenchmarkPreparedIntersects/n=1024-32         	  864074	      1294 ns/op	       0 B/op	       0 allocs/op
PASS
ok  	github.com/exergy-dev/go-topology-suite/prepare	55.436s
goos: linux
goarch: amd64
pkg: github.com/exergy-dev/go-topology-suite/wkb
cpu: Intel(R) Core(TM) i9-14900KF
BenchmarkMarshal/n=64-32 	  503692	      2316 ns/op	    4408 B/op	     143 allocs/op
BenchmarkMarshal/n=64-32 	  463536	      2295 ns/op	    4408 B/op	     143 allocs/op
BenchmarkMarshal/n=64-32 	  539307	      2271 ns/op	    4408 B/op	     143 allocs/op
BenchmarkMarshal/n=64-32 	  556096	      2297 ns/op	    4408 B/op	     143 allocs/op
BenchmarkMarshal/n=64-32 	  496254	      2344 ns/op	    4408 B/op	     143 allocs/op
BenchmarkMarshal/n=64-32 	  490483	      2318 ns/op	    4408 B/op	     143 allocs/op
BenchmarkMarshal/n=64-32 	  512965	      2349 ns/op	    4408 B/op	     143 allocs/op
BenchmarkMarshal/n=64-32 	  434498	      2371 ns/op	    4408 B/op	     143 allocs/op
BenchmarkMarshal/n=64-32 	  529213	      2477 ns/op	    4408 B/op	     143 allocs/op
BenchmarkMarshal/n=64-32 	  491280	      2452 ns/op	    4408 B/op	     143 allocs/op
BenchmarkMarshal/n=1024-32         	   28297	     43235 ns/op	  101177 B/op	    2072 allocs/op
BenchmarkMarshal/n=1024-32         	   27054	     42847 ns/op	  101177 B/op	    2072 allocs/op
BenchmarkMarshal/n=1024-32         	   27652	     42593 ns/op	  101177 B/op	    2072 allocs/op
BenchmarkMarshal/n=1024-32         	   27798	     42986 ns/op	  101177 B/op	    2072 allocs/op
BenchmarkMarshal/n=1024-32         	   28159	     43313 ns/op	  101177 B/op	    2072 allocs/op
BenchmarkMarshal/n=1024-32         	   27878	     41770 ns/op	  101177 B/op	    2072 allocs/op
BenchmarkMarshal/n=1024-32         	   29254	     40643 ns/op	  101177 B/op	    2072 allocs/op
BenchmarkMarshal/n=1024-32         	   29433	     40521 ns/op	  101177 B/op	    2072 allocs/op
BenchmarkMarshal/n=1024-32         	   29602	     40086 ns/op	  101177 B/op	    2072 allocs/op
BenchmarkMarshal/n=1024-32         	   29161	     40602 ns/op	  101177 B/op	    2072 allocs/op
BenchmarkMarshal/multipoly=100-32  	   50836	     23382 ns/op	   43936 B/op	    1318 allocs/op
BenchmarkMarshal/multipoly=100-32  	   51058	     23419 ns/op	   43936 B/op	    1318 allocs/op
BenchmarkMarshal/multipoly=100-32  	   51642	     23005 ns/op	   43936 B/op	    1318 allocs/op
BenchmarkMarshal/multipoly=100-32  	   53178	     22948 ns/op	   43936 B/op	    1318 allocs/op
BenchmarkMarshal/multipoly=100-32  	   52704	     23479 ns/op	   43936 B/op	    1318 allocs/op
BenchmarkMarshal/multipoly=100-32  	   50185	     23738 ns/op	   43936 B/op	    1318 allocs/op
BenchmarkMarshal/multipoly=100-32  	   48810	     23165 ns/op	   43936 B/op	    1318 allocs/op
BenchmarkMarshal/multipoly=100-32  	   51690	     23164 ns/op	   43936 B/op	    1318 allocs/op
BenchmarkMarshal/multipoly=100-32  	   51415	     23265 ns/op	   43936 B/op	    1318 allocs/op
BenchmarkMarshal/multipoly=100-32  	   52434	     23224 ns/op	   43936 B/op	    1318 allocs/op
BenchmarkUnmarshal/n=64-32         	 1508739	       799.5 ns/op	    1240 B/op	       3 allocs/op
BenchmarkUnmarshal/n=64-32         	 1546782	       767.5 ns/op	    1240 B/op	       3 allocs/op
BenchmarkUnmarshal/n=64-32         	 1543426	       769.9 ns/op	    1240 B/op	       3 allocs/op
BenchmarkUnmarshal/n=64-32         	 1573680	       755.5 ns/op	    1240 B/op	       3 allocs/op
BenchmarkUnmarshal/n=64-32         	 1562392	       792.1 ns/op	    1240 B/op	       3 allocs/op
BenchmarkUnmarshal/n=64-32         	 1452324	       856.2 ns/op	    1240 B/op	       3 allocs/op
BenchmarkUnmarshal/n=64-32         	 1395124	       852.6 ns/op	    1240 B/op	       3 allocs/op
BenchmarkUnmarshal/n=64-32         	 1426053	       857.6 ns/op	    1240 B/op	       3 allocs/op
BenchmarkUnmarshal/n=64-32         	 1416217	       855.5 ns/op	    1240 B/op	       3 allocs/op
BenchmarkUnmarshal/n=64-32         	 1442588	       841.5 ns/op	    1240 B/op	       3 allocs/op
BenchmarkUnmarshal/n=1024-32       	  103435	     11112 ns/op	   18520 B/op	       3 allocs/op
BenchmarkUnmarshal/n=1024-32       	  108114	     11436 ns/op	   18520 B/op	       3 allocs/op
BenchmarkUnmarshal/n=1024-32       	  107002	     11495 ns/op	   18520 B/op	       3 allocs/op
BenchmarkUnmarshal/n=1024-32       	  102333	     11628 ns/op	   18520 B/op	       3 allocs/op
BenchmarkUnmarshal/n=1024-32       	  107385	     10959 ns/op	   18520 B/op	       3 allocs/op
BenchmarkUnmarshal/n=1024-32       	  110769	     10700 ns/op	   18520 B/op	       3 allocs/op
BenchmarkUnmarshal/n=1024-32       	  113943	     10487 ns/op	   18520 B/op	       3 allocs/op
BenchmarkUnmarshal/n=1024-32       	  113210	     10396 ns/op	   18520 B/op	       3 allocs/op
BenchmarkUnmarshal/n=1024-32       	  114432	     10367 ns/op	   18520 B/op	       3 allocs/op
BenchmarkUnmarshal/n=1024-32       	  111859	     10294 ns/op	   18520 B/op	       3 allocs/op
BenchmarkUnmarshal/multipoly=100-32         	   87180	     13479 ns/op	   17744 B/op	     302 allocs/op
