goos: linux
goarch: amd64
pkg: github.com/exergy-dev/go-topology-suite/bench/compare
cpu: Intel(R) Core(TM) i9-14900KF
BenchmarkUnion/impl=geos/n=1024-32                          	       9	 133484131 ns/op	      16 B/op	       1 allocs/op
BenchmarkUnion/impl=geos/n=1024-32                          	       8	 145950624 ns/op	      16 B/op	       1 allocs/op
BenchmarkUnion/impl=geos/n=1024-32                          	      10	 131616769 ns/op	      16 B/op	       1 allocs/op
BenchmarkUnion/impl=geos/n=1024-32                          	       8	 139454376 ns/op	      16 B/op	       1 allocs/op
BenchmarkUnion/impl=geos/n=1024-32                          	       9	 130143649 ns/op	      16 B/op	       1 allocs/op
BenchmarkUnion/impl=geos/n=1024-32                          	       9	 125096917 ns/op	      16 B/op	       1 allocs/op
BenchmarkDifference/impl=gts/n=1024-32                      	       3	 406870182 ns/op	44635600 B/op	  399282 allocs/op
BenchmarkDifference/impl=gts/n=1024-32                      	       3	 406595105 ns/op	44635600 B/op	  399282 allocs/op
BenchmarkDifference/impl=gts/n=1024-32                      	       3	 399495940 ns/op	44635728 B/op	  399284 allocs/op
BenchmarkDifference/impl=gts/n=1024-32                      	       3	 402149670 ns/op	44635728 B/op	  399284 allocs/op
BenchmarkDifference/impl=gts/n=1024-32                      	       3	 401809612 ns/op	44635760 B/op	  399284 allocs/op
BenchmarkDifference/impl=gts/n=1024-32                      	       3	 403269054 ns/op	44635664 B/op	  399283 allocs/op
BenchmarkDifference/impl=gts/n=1024-32                      	       3	 400544204 ns/op	44635792 B/op	  399284 allocs/op
BenchmarkDifference/impl=gts/n=1024-32                      	       3	 416103072 ns/op	44635664 B/op	  399283 allocs/op
BenchmarkDifference/impl=gts/n=1024-32                      	       3	 404689173 ns/op	44635632 B/op	  399283 allocs/op
BenchmarkDifference/impl=gts/n=1024-32                      	       3	 404146901 ns/op	44635664 B/op	  399283 allocs/op
BenchmarkDifference/impl=simplefeatures/n=1024-32           	       5	 211460422 ns/op	121541748 B/op	 1398097 allocs/op
BenchmarkDifference/impl=simplefeatures/n=1024-32           	       7	 158891876 ns/op	121541726 B/op	 1398097 allocs/op
BenchmarkDifference/impl=simplefeatures/n=1024-32           	       7	 164419252 ns/op	121541580 B/op	 1398096 allocs/op
